name,artist,popularity,genre,duration_ms,release_date,year,release_year,duration_min
"Herz und Mund und Tat und Leben, BWV 147: No. 10, Jesu, Joy of Man's Desiring (Arr. for Piano by Myra Hess)",Johann Sebastian Bach,34,classical,249453,2024-08-16,2024.0,2024,4.15755
"16 Waltzes, Op. 39: No. 9 In D Minor",Johannes Brahms,63,classical,85706,1994-06-07,1994.0,1994,1.4284333333333334
"Schafe können sicher weiden, BWV 208, No. 9 (Arr. for Two Pianos by Mary Howe)",Johann Sebastian Bach,29,classical,333533,2024-08-16,2024.0,2024,5.558883333333333
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Theme",Wolfgang Amadeus Mozart,26,classical,57133,2024-08-13,2024.0,2024,0.9522166666666667
"Sonata in D Major, BWV 963: IV. Adagio",Johann Sebastian Bach,25,classical,61666,2024-08-18,2024.0,2024,1.0277666666666667
"Capriccio in B flat major, BWV 992 ""On the Departure of a Dear Brother"": 5. Allegro poco. Aria di Postiglione",Johann Sebastian Bach,29,classical,64133,2024-08-13,2024.0,2024,1.0688833333333334
"Organ Concerto in D Minor, BWV 596: III. (Allegro)",Johann Sebastian Bach,21,classical,194672,2024-08-16,2024.0,2024,3.2445333333333335
Minuetto K 4 In Fa Maggiore,Wolfgang Amadeus Mozart,28,classical,73000,2024-08-13,2024.0,2024,1.2166666666666666
"Piano Exercise in B-Flat Major / Minor, Hess 58",Ludwig van Beethoven,28,classical,86293,2024-08-13,2024.0,2024,1.4382166666666667
"Sinfonia (3-Part Invention) No. 1 in C Major, BWV 787",Johann Sebastian Bach,23,classical,58133,2024-08-11,2024.0,2024,0.9688833333333333
"French Suite No. 3 in B minor, BWV 814: 5. Gavotte",Johann Sebastian Bach,27,classical,75975,2024-08-13,2024.0,2024,1.26625
"Sonata in D Major, BWV 963: II. [Grave]",Johann Sebastian Bach,27,classical,68266,2024-08-13,2024.0,2024,1.1377666666666666
"15 Inventions, BWV 772-786: No. 10 in G Major, BWV 781",Johann Sebastian Bach,27,classical,63066,2024-08-13,2024.0,2024,1.0511
"French Suite No. 5 in G Major, BWV 816: IV. Gavotte",Johann Sebastian Bach,27,classical,81026,2024-08-13,2024.0,2024,1.3504333333333334
"Bach, JS: Flute Sonata in E-Flat Major, BWV 1031: II. Siciliano (Version for Violin and Harpsichord)",Johann Sebastian Bach,27,classical,140226,2024-08-16,2024.0,2024,2.3371
"Hungarian Dance No. 7 in A Major, WoO 1, No. 7",Johannes Brahms,27,classical,87026,2024-08-13,2024.0,2024,1.4504333333333332
"Variations and Fugue on a Theme by Handel, Op. 24: Variation IV",Johannes Brahms,18,classical,46720,2024-08-18,2024.0,2024,0.7786666666666666
"Piano Version of Ballet Music from Ascanio in Alba, K.Anh207: No. 8",Wolfgang Amadeus Mozart,26,classical,52693,2024-08-13,2024.0,2024,0.8782166666666666
"Variations and Fugue on a Theme by Handel, Op. 24: Variation V",Johannes Brahms,18,classical,51240,2024-08-18,2024.0,2024,0.854
"15 Sinfonias, BWV 787-801: 5. Sinfonia In E-Flat Major, BWV 791",Johann Sebastian Bach,26,classical,93013,2024-08-13,2024.0,2024,1.5502166666666666
"Suite in E-Flat Major, BWV 819: Vc. Menuet I da capo",Johann Sebastian Bach,19,classical,42236,2024-08-11,2024.0,2024,0.7039333333333333
"Oboe Concerto in D Minor, TWV 51:d1: III. Adagio",Georg Philipp Telemann,18,classical,62066,2024-08-11,2024.0,2024,1.0344333333333333
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 1",Wolfgang Amadeus Mozart,26,classical,44880,2024-08-13,2024.0,2024,0.748
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 3",Wolfgang Amadeus Mozart,26,classical,50253,2024-08-13,2024.0,2024,0.83755
"Sonata in D Major, BWV 963: I. [Allegro]",Johann Sebastian Bach,26,classical,155960,2024-08-18,2024.0,2024,2.5993333333333335
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 2",Wolfgang Amadeus Mozart,26,classical,44640,2024-08-13,2024.0,2024,0.744
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 6",Wolfgang Amadeus Mozart,25,classical,40186,2024-08-13,2024.0,2024,0.6697666666666666
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 7",Wolfgang Amadeus Mozart,25,classical,47973,2024-08-13,2024.0,2024,0.79955
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 5",Wolfgang Amadeus Mozart,26,classical,51760,2024-08-13,2024.0,2024,0.8626666666666667
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 4",Wolfgang Amadeus Mozart,26,classical,43986,2024-08-13,2024.0,2024,0.7331
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 8",Wolfgang Amadeus Mozart,25,classical,54853,2024-08-13,2024.0,2024,0.9142166666666667
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 9",Wolfgang Amadeus Mozart,25,classical,50080,2024-08-13,2024.0,2024,0.8346666666666667
"Gianni Schicci, SC 88: O mio babbino caro (Orch. C. Beck, S. Bernstein & E. Kunzel)",Giacomo Puccini,16,classical,124866,2024-08-19,2024.0,2024,2.0811
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 12",Wolfgang Amadeus Mozart,25,classical,74013,2024-08-13,2024.0,2024,1.23355
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 10",Wolfgang Amadeus Mozart,25,classical,41280,2024-08-13,2024.0,2024,0.688
"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265/300e: Var. 11",Wolfgang Amadeus Mozart,25,classical,156960,2024-08-13,2024.0,2024,2.616
"Sonata in D Major, BWV 963: III. Fugue",Johann Sebastian Bach,25,classical,133360,2024-08-18,2024.0,2024,2.2226666666666666
"Sonata in D Major, BWV 963: II. [Grave]",Johann Sebastian Bach,25,classical,68266,2024-08-18,2024.0,2024,1.1377666666666666
"15 Inventions, BWV 772-786: 11. Invention In G Minor, BWV 782",Johann Sebastian Bach,24,classical,64800,2024-08-13,2024.0,2024,1.08
"2-Part Invention No. 8 in F Major, BWV 779",Johann Sebastian Bach,24,classical,59200,2024-08-16,2024.0,2024,0.9866666666666667
"Sonata in D Major, BWV 963: V. Thema all' imitatio Gallina Cuccu",Johann Sebastian Bach,25,classical,112613,2024-08-18,2024.0,2024,1.8768833333333332
"Partita No. 4 In D Major, BWV 828: 6. Menuet",Johann Sebastian Bach,24,classical,49933,2024-08-13,2024.0,2024,0.8322166666666667
"Two-Voice Fugues, Hess 236: No. 5 in D Minor",Ludwig van Beethoven,25,classical,83933,2024-08-13,2024.0,2024,1.3988833333333333
"24 Preludes, Op. 28: No. 7 in A Major: Andantino",Frédéric Chopin,24,classical,42988,2024-08-13,2024.0,2024,0.7164666666666667
"Overture F major, BWV 820: 1. Overture",Johann Sebastian Bach,25,classical,158306,2024-08-18,2024.0,2024,2.6384333333333334
"The Well-Tempered Clavier, Book 1: Prelude No. 11 in F Major, BWV 856/1 - Recorded 2008",Johann Sebastian Bach,24,classical,62773,2024-08-13,2024.0,2024,1.0462166666666666
"French Suite No. 5 in G Major, BWV 816: 4. Gavotte",Johann Sebastian Bach,24,classical,57533,2024-08-13,2024.0,2024,0.9588833333333333
"Ecossaise in E-Flat Major, WoO 86",Ludwig van Beethoven,2,classical,28560,2024-08-13,2024.0,2024,0.476
"English Suite No. 6 In D Minor, BWV 811: VI. Gavotte I-II (or the Musette)",Johann Sebastian Bach,24,classical,79973,2024-08-13,2024.0,2024,1.3328833333333334
"Overture F major, BWV 820: 3. Menuet",Johann Sebastian Bach,24,classical,48013,2024-08-18,2024.0,2024,0.8002166666666667
"The Well-Tempered Clavier / Book 1, BWV 846-869 / Prelude & Fugue in A Major, BWV 864: I. Prelude",Johann Sebastian Bach,24,classical,61525,2024-08-13,2024.0,2024,1.0254166666666666
"English Suite No. 2 In A Minor, BWV 807: 3. Courante",Johann Sebastian Bach,24,classical,87240,2024-08-13,2024.0,2024,1.454
"16 Waltzes, Op. 39: No. 6, in C Sharp Major",Johannes Brahms,24,classical,66786,2024-08-13,2024.0,2024,1.1131
"Sinfonia No. 12 in A Major, BWV 798",Johann Sebastian Bach,24,classical,83653,2024-08-13,2024.0,2024,1.3942166666666667
"Triple Concerto in A Minor, BWV 1044: I. Allegro",Johann Sebastian Bach,1,classical,540506,2024-08-16,2024.0,2024,9.008433333333333
"Overture F major, BWV 820: 2. Entrée",Johann Sebastian Bach,24,classical,111600,2024-08-18,2024.0,2024,1.86
"St Matthew Passion, BWV 244, Pt. 1: No. 8, Blute nur, du liebes Herz (Soprano)",Johann Sebastian Bach,1,classical,276786,2024-08-16,2024.0,2024,4.6131
"Toccata and Fugue in D Minor, BWV 565",Johann Sebastian Bach,2,classical,494800,2024-08-16,2024.0,2024,8.246666666666666
"French Suite No. 5 in G Major, BWV 816: VI. Loure",Johann Sebastian Bach,1,classical,138653,2024-08-23,2024.0,2024,2.3108833333333334
"Overture F major, BWV 820: 4. Trio",Johann Sebastian Bach,24,classical,93440,2024-08-18,2024.0,2024,1.5573333333333332
"Overture F major, BWV 820: 5. Bourrée",Johann Sebastian Bach,24,classical,55213,2024-08-18,2024.0,2024,0.9202166666666667
"Overture F major, BWV 820: 6. Gigue",Johann Sebastian Bach,24,classical,39133,2024-08-18,2024.0,2024,0.6522166666666667
"Partita No. 1 In B Flat Major, BWV 825: 2. Allemande",Johann Sebastian Bach,23,classical,82866,2024-08-13,2024.0,2024,1.3811
"The Well-Tempered Clavier, Book 1: Prelude No. 20 in A Minor, BWV 865/1 - Recorded 1997",Johann Sebastian Bach,23,classical,63133,2024-08-13,2024.0,2024,1.0522166666666666
"Meine Seele erhebt den Herrn, BWV 648 (Arr. Ireland for Piano)",Johann Sebastian Bach,24,classical,80480,2024-08-18,2024.0,2024,1.3413333333333333
"French Suite No. 6 in E Major, BWV 817: 2. Courante",Johann Sebastian Bach,23,classical,88160,2024-08-18,2024.0,2024,1.4693333333333334
"Studies on Chopin's Etudes: No. 40 in G-Flat Major for Left Hand on Etude, Op. 25 No. 9 (2nd Version)",Leopold Godowsky,23,classical,93333,2024-08-13,2024.0,2024,1.55555
"Feuille D'Album In E, Op. posth.: Moderato",Frédéric Chopin,23,classical,80173,2024-08-13,2024.0,2024,1.3362166666666666
"French Suite No. 6 in E Major, BWV 817: 1. Allemande",Johann Sebastian Bach,23,classical,142666,2024-08-18,2024.0,2024,2.3777666666666666
"French Suite No. 6 in E Major, BWV 817: 3. Sarabande",Johann Sebastian Bach,23,classical,183173,2024-08-18,2024.0,2024,3.0528833333333334
Minuetto K 2 In Fa Maggiore,Wolfgang Amadeus Mozart,23,classical,64000,2024-08-13,2024.0,2024,1.0666666666666667
"Concerto alla Rustica for Strings in G Major, RV 151: II. Adagio",Antonio Vivaldi,24,classical,55693,2024-08-11,2024.0,2024,0.9282166666666667
"English Suite No. 4 in F, BWV 809: 3. Courante",Johann Sebastian Bach,23,classical,90373,2024-08-13,2024.0,2024,1.5062166666666668
"Andante in C Major, WoO 211",Ludwig van Beethoven,22,classical,83853,2024-08-13,2024.0,2024,1.39755
"French Suite No. 6 in E Major, BWV 817: 5. Polonaise",Johann Sebastian Bach,23,classical,86466,2024-08-18,2024.0,2024,1.4411
"French Suite No. 6 in E Major, BWV 817: 6. Menuet",Johann Sebastian Bach,22,classical,82826,2024-08-18,2024.0,2024,1.3804333333333334
"The Well-Tempered Clavier, Book 1: Fugue No. 9 in E Major, BWV 854/2 - Recorded 1997",Johann Sebastian Bach,22,classical,67906,2024-08-13,2024.0,2024,1.1317666666666666
"Partita No. 5 In G Major, BWV 829: 5. Tempo di Minuetto",Johann Sebastian Bach,22,classical,91186,2024-08-13,2024.0,2024,1.5197666666666667
"French Suite No. 6 in E Major, BWV 817: 7. Bourrée",Johann Sebastian Bach,22,classical,87173,2024-08-18,2024.0,2024,1.4528833333333333
"French Suite No. 6 in E Major, BWV 817: 8. Gigue",Johann Sebastian Bach,22,classical,136000,2024-08-18,2024.0,2024,2.2666666666666666
"Violin Sonata in G Minor, Op. 1/6, HWV 364a: III. Adagio",George Frideric Handel,24,classical,48040,2024-08-11,2024.0,2024,0.8006666666666666
"Solfeggio in C Minor, H. 220 ""Solfeggietto""",Carl Philipp Emanuel Bach,24,classical,59794,2024-08-11,2024.0,2024,0.9965666666666667
"24 Preludes, Op. 28: No. 9 in E Major: Largo",Frédéric Chopin,22,classical,79123,2024-08-13,2024.0,2024,1.3187166666666668
"6 Variations in D Major, Op. 76: Var. 5",Ludwig van Beethoven,22,classical,56573,2024-08-18,2024.0,2024,0.9428833333333333
"6 Variations in D Major, Op. 76: Var. 3",Ludwig van Beethoven,22,classical,68480,2024-08-18,2024.0,2024,1.1413333333333333
"The Well-Tempered Clavier, Book 1: Prelude No. 9 in E Major, BWV 854/1 - Recorded 2008",Johann Sebastian Bach,22,classical,84373,2024-08-13,2024.0,2024,1.4062166666666667
"Klavierstück in B-Flat Major, WoO 60",Ludwig van Beethoven,22,classical,87000,2024-08-13,2024.0,2024,1.45
"English Suite No. 3 in G Minor, BWV 808: VIII. Gavotte I da capo",Johann Sebastian Bach,22,classical,58160,2024-08-13,2024.0,2024,0.9693333333333334
"6 Variations in D Major, Op. 76: Var. 1",Ludwig van Beethoven,22,classical,58360,2024-08-18,2024.0,2024,0.9726666666666667
"Hornpipe in E Minor, Z.T685",Henry Purcell,24,classical,46760,2024-08-11,2024.0,2024,0.7793333333333333
"6 Variations in D Major, Op. 76: Var. 4",Ludwig van Beethoven,22,classical,49000,2024-08-18,2024.0,2024,0.8166666666666667
"15 Three-part Inventions, BWV 787/801: No. 15 in B minor, BWV 801",Johann Sebastian Bach,22,classical,83146,2024-08-13,2024.0,2024,1.3857666666666666
"6 Variations in D Major, Op. 76: Var. 6 (Presto)",Ludwig van Beethoven,21,classical,98146,2024-08-18,2024.0,2024,1.6357666666666666
"6 Variations in D Major, Op. 76: Var. 2",Ludwig van Beethoven,22,classical,39600,2024-08-18,2024.0,2024,0.66
"15 Sinfonias, BWV 787-801: XII. Sinfonia in A Major, BWV 798",Johann Sebastian Bach,22,classical,90760,2024-08-13,2024.0,2024,1.5126666666666666
"5 Variations on ""Rule Britannia"" by Arne, WoO 79: Var. 3",Ludwig van Beethoven,21,classical,40133,2024-08-18,2024.0,2024,0.6688833333333334
Abdelazer: Rondeau,Henry Purcell,23,classical,97640,2024-08-11,2024.0,2024,1.6273333333333333
"Partita No. 1 in B flat, BWV 825: 6. Menuet II",Johann Sebastian Bach,21,classical,85306,2024-08-13,2024.0,2024,1.4217666666666666
"Violin Sonata in A Major, RV 31: III. Adagio",Antonio Vivaldi,23,classical,61146,2024-08-11,2024.0,2024,1.0191
"5 Variations on ""Rule Britannia"" by Arne, WoO 79: Var. 5 - Coda",Ludwig van Beethoven,21,classical,84160,2024-08-18,2024.0,2024,1.4026666666666667
"5 Variations on ""Rule Britannia"" by Arne, WoO 79: Var. 1",Ludwig van Beethoven,21,classical,37840,2024-08-18,2024.0,2024,0.6306666666666667
"12 Etudes, Op. 10: No. 2. in A minor ""chromatique""",Frédéric Chopin,21,classical,85000,2024-08-13,2024.0,2024,1.4166666666666667
"5 Variations on ""Rule Britannia"" by Arne, WoO 79: Var. 4",Ludwig van Beethoven,21,classical,43333,2024-08-18,2024.0,2024,0.7222166666666666
"French Suite No. 1 in D Minor, BWV 812: IVc. Menuet I da capo",Johann Sebastian Bach,23,classical,32421,2024-08-11,2024.0,2024,0.54035
"French Suite No. 6 in E, BWV 817: 2. Courante",Johann Sebastian Bach,21,classical,91508,2024-08-13,2024.0,2024,1.5251333333333332
"15 Inventions, BWV 772-786: 7. Invention In E Minor, BWV 778",Johann Sebastian Bach,21,classical,67373,2024-08-13,2024.0,2024,1.1228833333333332
"5 Variations on ""Rule Britannia"" by Arne, WoO 79: Var. 2",Ludwig van Beethoven,21,classical,38866,2024-08-18,2024.0,2024,0.6477666666666667
"The Well-Tempered Clavier, Book 1: Prelude No. 21 in B-Flat Major, BWV 866/1 - Recorded 2008",Johann Sebastian Bach,21,classical,85253,2024-08-13,2024.0,2024,1.4208833333333333
"Fantasia No. 11 for Solo Violin in F Major, TWV 40:24: IV. Allegro",Georg Philipp Telemann,23,classical,61786,2024-08-11,2024.0,2024,1.0297666666666667
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 1",Ludwig van Beethoven,21,classical,34506,2024-08-18,2024.0,2024,0.5751
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 4",Ludwig van Beethoven,21,classical,53906,2024-08-18,2024.0,2024,0.8984333333333333
"Three-Voice Fugues, Hess 237: No. 4 in D Minor",Ludwig van Beethoven,21,classical,51573,2024-08-13,2024.0,2024,0.85955
Mazurka In D (1832),Frédéric Chopin,21,classical,73933,2024-08-18,2024.0,2024,1.2322166666666667
"The Well-Tempered Clavier, Book I, BWV 846-869: Prelude No. 18 in A-Flat Minor, BWV 863",Johann Sebastian Bach,21,classical,88573,2024-08-13,2024.0,2024,1.4762166666666667
"6 Chants polonais de Frédéric Chopin, S. 480: No. 6 Return Home",Franz Liszt,21,classical,85923,2024-08-13,2024.0,2024,1.43205
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Theme. Andantino",Ludwig van Beethoven,21,classical,45200,2024-08-18,2024.0,2024,0.7533333333333333
Mazurka No. 40 In F Minor Opus 63 No. 2,Frédéric Chopin,20,classical,101800,2024-08-18,2024.0,2024,1.6966666666666668
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 5",Ludwig van Beethoven,21,classical,41493,2024-08-18,2024.0,2024,0.69155
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 6",Ludwig van Beethoven,21,classical,85933,2024-08-18,2024.0,2024,1.4322166666666667
"Aria variata alla maniera italiana, BWV 989: Var. 9",Johann Sebastian Bach,22,classical,59560,2024-08-11,2024.0,2024,0.9926666666666667
"Sinfonia (3-Part Invention) No. 10 in G Major, BWV 796",Johann Sebastian Bach,22,classical,60800,2024-08-11,2024.0,2024,1.0133333333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 2 (Animato)",Johannes Brahms,21,classical,41946,2024-08-13,2024.0,2024,0.6991
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 5 (Espressivo)",Johannes Brahms,21,classical,56613,2024-08-13,2024.0,2024,0.94355
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 2",Ludwig van Beethoven,21,classical,34760,2024-08-18,2024.0,2024,0.5793333333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 6",Johannes Brahms,21,classical,55893,2024-08-13,2024.0,2024,0.93155
"6 Variations on ""Nel cor più non mi sento"" from ""La molinara"" by Paisiello, WoW 70: Var. 3",Ludwig van Beethoven,21,classical,40200,2024-08-18,2024.0,2024,0.67
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 3 (Dolce)",Johannes Brahms,21,classical,44426,2024-08-13,2024.0,2024,0.7404333333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 4 (Risoluto)",Johannes Brahms,21,classical,49200,2024-08-13,2024.0,2024,0.82
"15 Inventions, BWV 772-786: IV. Invention in D Minor, BWV 775",Johann Sebastian Bach,21,classical,45293,2024-08-13,2024.0,2024,0.7548833333333334
"Fantasia No. 10 for Solo Violin in D Major, TWV 40:23: III. Allegro",Georg Philipp Telemann,22,classical,49813,2024-08-11,2024.0,2024,0.8302166666666667
"Prelude in F Major, BWV 927",Johann Sebastian Bach,20,classical,30333,2024-08-13,2024.0,2024,0.50555
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 9 (Poco sostenuto)",Johannes Brahms,20,classical,77413,2024-08-13,2024.0,2024,1.2902166666666666
"Variations sur un air national allemand, B.14: 3. Variation I. Elegantemente",Frédéric Chopin,20,classical,41946,2024-08-18,2024.0,2024,0.6991
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 7 (Con vivacitá)",Johannes Brahms,20,classical,37973,2024-08-13,2024.0,2024,0.6328833333333334
"Variations sur un air national allemand, B.14: 2. Theme. Andantino",Frédéric Chopin,20,classical,56533,2024-08-18,2024.0,2024,0.9422166666666667
"Variations sur un air national allemand, B.14: 1. Introduction. A capriccio",Frédéric Chopin,20,classical,56586,2024-08-18,2024.0,2024,0.9431
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 8",Johannes Brahms,20,classical,35600,2024-08-13,2024.0,2024,0.5933333333333334
"French Suite No. 1 in D Minor, BWV 812: IVa. Menuet I",Johann Sebastian Bach,22,classical,57946,2024-08-11,2024.0,2024,0.9657666666666667
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 10 (Energico)",Johannes Brahms,20,classical,35293,2024-08-13,2024.0,2024,0.5882166666666667
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 11 (Dolce)",Johannes Brahms,20,classical,47706,2024-08-13,2024.0,2024,0.7951
"Variations sur un air national allemand, B.14: 5. Variation III. Tranquillement",Frédéric Chopin,20,classical,69280,2024-08-18,2024.0,2024,1.1546666666666667
"Variations sur un air national allemand, B.14: 6. Variation IV. Meno mosso - Tempo di Valse",Frédéric Chopin,20,classical,162160,2024-08-18,2024.0,2024,2.7026666666666666
"Variations sur un air national allemand, B.14: 4. Variation II. Scherzando",Frédéric Chopin,20,classical,54000,2024-08-18,2024.0,2024,0.9
"2-Part Invention No. 4 in D Minor, BWV 775",Johann Sebastian Bach,22,classical,47560,2024-08-11,2024.0,2024,0.7926666666666666
"Capriccio in B-Flat Major, BWV 992 ""On the Departure of His Beloved Brother"": V. Aria di Postiglione",Johann Sebastian Bach,21,classical,63606,2024-08-11,2024.0,2024,1.0601
"Aria variata alla maniera italiana, BWV 989: Var. 7. Un poco allegro",Johann Sebastian Bach,21,classical,55080,2024-08-11,2024.0,2024,0.918
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 19 (Leggiero e vivace)",Johannes Brahms,19,classical,66226,2024-08-13,2024.0,2024,1.1037666666666666
"Sonata for Viola da gamba in G Minor, HWV 364b: III. Adagio",George Frideric Handel,21,classical,42973,2024-08-11,2024.0,2024,0.7162166666666666
"7 Variations on ""Willem van Nassau"" in D, K.25: 2. Variation I",Wolfgang Amadeus Mozart,19,classical,48835,2024-08-18,2024.0,2024,0.8139166666666666
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 22",Johannes Brahms,19,classical,64505,2024-08-13,2024.0,2024,1.0750833333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 15",Johannes Brahms,20,classical,43760,2024-08-13,2024.0,2024,0.7293333333333333
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 14 (Sciolto)",Johannes Brahms,20,classical,37520,2024-08-13,2024.0,2024,0.6253333333333333
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 25",Johannes Brahms,19,classical,37506,2024-08-13,2024.0,2024,0.6251
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 18 (Grazioso)",Johannes Brahms,19,classical,50600,2024-08-13,2024.0,2024,0.8433333333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 18 (Grazioso)",Johannes Brahms,19,classical,50600,2024-08-13,2024.0,2024,0.8433333333333334
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 13 (Largamente, ma non più)",Johannes Brahms,20,classical,85466,2024-08-13,2024.0,2024,1.4244333333333334
"7 Variations on ""Willem van Nassau"" in D, K.25: 6. Variation V: Adagio",Wolfgang Amadeus Mozart,19,classical,107311,2024-08-18,2024.0,2024,1.7885166666666668
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 16 (Piano ma marcato)",Johannes Brahms,19,classical,30920,2024-08-13,2024.0,2024,0.5153333333333333
"7 Variations on ""Willem van Nassau"" in D, K.25: 1. Theme: Allegro",Wolfgang Amadeus Mozart,20,classical,50859,2024-08-18,2024.0,2024,0.84765
"7 Variations on ""Willem van Nassau"" in D, K.25: 4. Variation III",Wolfgang Amadeus Mozart,19,classical,45569,2024-08-18,2024.0,2024,0.7594833333333333
"Variations and Fugue on a Theme by Handel, Op. 24: Fugue",Johannes Brahms,19,classical,308240,2024-08-13,2024.0,2024,5.137333333333333
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 12 (Soave)",Johannes Brahms,20,classical,49360,2024-08-13,2024.0,2024,0.8226666666666667
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 23 (Vivace e staccato)",Johannes Brahms,19,classical,32800,2024-08-13,2024.0,2024,0.5466666666666666
"The Fairy Queen, Z. 629 / Act 2: Dance For The Followers Of Night",Henry Purcell,21,classical,110493,2024-08-11,2024.0,2024,1.84155
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 21 (Dolce)",Johannes Brahms,19,classical,50733,2024-08-13,2024.0,2024,0.84555
"Variations and Fugue on a Theme by Handel, Op. 24: Var. 24",Johannes Brahms,19,classical,33226,2024-08-13,2024.0,2024,0.5537666666666666
"15 Two-part Inventions, BWV 772/786: No. 5 in E flat, BWV 776",Johann Sebastian Bach,19,classical,81026,2024-08-13,2024.0,2024,1.3504333333333334
"8 Menuette, K.315a: Menuetto 3 in D Major",Wolfgang Amadeus Mozart,19,classical,99813,2024-08-18,2024.0,2024,1.66355
"8 Menuette, K.315a: Menuetto 2 in G Major",Wolfgang Amadeus Mozart,19,classical,98733,2024-08-18,2024.0,2024,1.64555
"7 Variations on ""Willem van Nassau"" in D, K.25: 8. Variation VII",Wolfgang Amadeus Mozart,19,classical,52202,2024-08-18,2024.0,2024,0.8700333333333333
"Prelude in C Major, BWV 924",Johann Sebastian Bach,20,classical,59733,2024-08-11,2024.0,2024,0.99555
"French Suite No. 4 in E-Flat Major, BWV 815: 5. Menuet",Johann Sebastian Bach,19,classical,57986,2024-08-13,2024.0,2024,0.9664333333333334
"7 Variations on ""Willem van Nassau"" in D, K.25: 7. Variation VI",Wolfgang Amadeus Mozart,19,classical,41633,2024-08-18,2024.0,2024,0.6938833333333333
"15 Sinfonias, BWV 787-801: XIII. Sinfonia in A Minor, BWV 799",Johann Sebastian Bach,19,classical,75626,2024-08-13,2024.0,2024,1.2604333333333333
"8 Menuette, K.315a: Menuetto 4 in C Major",Wolfgang Amadeus Mozart,19,classical,93680,2024-08-18,2024.0,2024,1.5613333333333332
"Fantazia III, Z. 734",Henry Purcell,21,classical,148933,2024-08-11,2024.0,2024,2.4822166666666665
"8 Menuette, K.315a: Menuetto 1 in C Major",Wolfgang Amadeus Mozart,19,classical,92826,2024-08-18,2024.0,2024,1.5471
"Ach wie nichtig, ach wie flüchtig, BWV 644 (Arr. Reger for Piano)",Johann Sebastian Bach,21,classical,62746,2024-08-11,2024.0,2024,1.0457666666666667
Allein Gott in der Höh sei Ehr (Formerly Attrib. Bach as BWV 771): Var. 13,Johann Sebastian Bach,21,classical,49933,2024-08-11,2024.0,2024,0.8322166666666667
"8 Menuette, K.315a: Menuetto 5 in F Major",Wolfgang Amadeus Mozart,19,classical,97906,2024-08-18,2024.0,2024,1.6317666666666666
"2-Part Invention No. 1 in C Major, BWV 772",Johann Sebastian Bach,19,classical,66626,2024-08-13,2024.0,2024,1.1104333333333334
"8 Menuette, K.315a: Menuetto 8 in G Major",Wolfgang Amadeus Mozart,18,classical,133800,2024-08-18,2024.0,2024,2.23
