name,artist,popularity,genre,duration_ms,release_date,year,release_year,duration_min
One (Remastered),Metallica,70,rock,446145,1988-09-07,1988.0,1988,7.43575
Throne,Bring Me The Horizon,78,rock,191520,2015-09-11,2015.0,2015,3.192
I'm a Believer - 2006 Remaster,The Monkees,77,rock,167373,1967-01-09,1967.0,1967,2.78955
T.N.T.,AC/DC,79,rock,214666,1976-05-14,1976.0,1976,3.5777666666666668
Rollin' (Air Raid Vehicle),Limp Bizkit,77,rock,213760,2000-10-17,2000.0,2000,3.562666666666667
Lake Missoula,Richy Mitch & The Coal Miners,73,rock,106250,2017-05-17,2017.0,2017,1.7708333333333333
Wrong Way,Sublime,71,rock,136146,1996-07-30,1996.0,1996,2.2691
Natural,Imagine Dragons,80,rock,189466,2018-11-09,2018.0,2018,3.157766666666667
Escape (The Pina Colada Song),Rupert Holmes,75,rock,276493,1979-01-01,1979.0,1979,4.608216666666666
Rock'n Me,Steve Miller Band,71,rock,187066,1976-01-01,1976.0,1976,3.117766666666667
Old Time Rock & Roll,Bob Seger,74,rock,194146,1978-05-05,1978.0,1978,3.2357666666666667
Bitter Sweet Symphony - Remastered 2016,The Verve,80,rock,357266,1997-09-29,1997.0,1997,5.954433333333333
All I Wanted,Paramore,72,rock,225786,2009-09-28,2009.0,2009,3.7631
Your Song,Elton John,79,rock,241786,1970-04-10,1970.0,1970,4.029766666666666
Spirit In The Sky - Deluxe Edition,Norman Greenbaum,74,rock,242893,1969-01-01,1969.0,1969,4.048216666666667
Song 2 - 2012 Remaster,Blur,79,rock,121160,1997-02-10,1997.0,1997,2.0193333333333334
Eventually,Tame Impala,74,rock,318591,2015-07-17,2015.0,2015,5.30985
R U Mine?,Arctic Monkeys,80,rock,201726,2013-09-09,2013.0,2013,3.3621
We Didn't Start the Fire,Billy Joel,76,rock,287733,1989-10-17,1989.0,1989,4.79555
Operator (That's Not the Way It Feels),Jim Croce,72,rock,229706,1972-04-01,1972.0,1972,3.8284333333333334
Trouble,Cage The Elephant,73,rock,225973,2015-12-18,2015.0,2015,3.7662166666666668
Body Like A Back Road,Sam Hunt,71,rock,162546,2020-04-03,2020.0,2020,2.7091
Push,Matchbox Twenty,73,rock,238666,1996-10-01,1996.0,1996,3.9777666666666667
I WANNA BE YOUR SLAVE,Måneskin,82,rock,173346,2021-03-19,2021.0,2021,2.8891
Come Together - Remastered 2009,The Beatles,77,rock,259946,1969-09-26,1969.0,1969,4.332433333333333
Fourth of July,Sufjan Stevens,78,rock,279316,2015-03-31,2015.0,2015,4.655266666666667
I Want to Know What Love Is - 1999 Remaster,Foreigner,82,rock,304786,1984-12-12,1984.0,1984,5.079766666666667
I Don't Want This Night To End,Luke Bryan,70,rock,219973,2011-01-01,2011.0,2011,3.6662166666666667
Can't Help Falling in Love,Elvis Presley,80,rock,182360,1961-10-20,1961.0,1961,3.0393333333333334
Just A Girl,No Doubt,74,rock,209200,1995-10-10,1995.0,1995,3.486666666666667
Fluorescent Adolescent,Arctic Monkeys,69,rock,173493,2007-04-24,2007.0,2007,2.89155
Eyes Without A Face,Billy Idol,77,rock,299240,1983-11-01,1983.0,1983,4.987333333333333
Never Too Late,Three Days Grace,71,rock,209333,2006-06-25,2006.0,2006,3.4888833333333333
One of These Nights - 2013 Remaster,Eagles,73,rock,291685,1975-06-10,1975.0,1975,4.861416666666667
Feels Like We Only Go Backwards,Tame Impala,75,rock,192960,2012-01-01,2012.0,2012,3.216
Dumb,Nirvana,75,rock,151893,1993-09-21,1993.0,1993,2.53155
No Rain,Blind Melon,73,rock,217106,1992-01-01,1992.0,1992,3.6184333333333334
Rooster (2022 Remaster),Alice In Chains,72,rock,374333,1992-09-29,1992.0,1992,6.238883333333333
Down with the Sickness,Disturbed,75,rock,279213,2000-03-07,2000.0,2000,4.65355
Heartache Medication,Jon Pardi,70,rock,209109,2019-09-27,2019.0,2019,3.48515
Time in a Bottle,Jim Croce,76,rock,148586,1972-04-01,1972.0,1972,2.4764333333333335
Ventura Highway,America,72,rock,211680,1972-01-01,1972.0,1972,3.528
Nobody's Soldier,Hozier,64,rock,237200,2024-08-19,2024.0,2024,3.953333333333333
Proud Mary,Creedence Clearwater Revival,76,rock,187213,1969-01-05,1969.0,1969,3.120216666666667
Lithium,Nirvana,70,rock,257053,1991-09-26,1991.0,1991,4.284216666666667
The Boys Of Summer,Don Henley,76,rock,288733,1984-11-19,1984.0,1984,4.812216666666667
Snow (Hey Oh),Red Hot Chili Peppers,78,rock,334666,2006-05-09,2006.0,2006,5.577766666666666
One Of Them Girls,Lee Brice,71,rock,188893,2020-11-20,2020.0,2020,3.148216666666667
3AM,Matchbox Twenty,72,rock,225946,1996-10-01,1996.0,1996,3.7657666666666665
Nothing Else Matters (Remastered),Metallica,70,rock,388733,1991-08-12,1991.0,1991,6.478883333333333
Stubborn Love,The Lumineers,74,rock,279000,2012-04-03,2012.0,2012,4.65
Stacy's Mom,Fountains Of Wayne,73,rock,197986,2003-01-01,2003.0,2003,3.2997666666666667
Sabotage,Beastie Boys,74,rock,178440,1994-05-23,1994.0,1994,2.974
Margaritaville,Jimmy Buffett,70,rock,250933,1977-01-01,1977.0,1977,4.182216666666666
A Match Into Water,Pierce The Veil,72,rock,212546,2012-07-17,2012.0,2012,3.5424333333333333
Karma Police,Radiohead,77,rock,264066,1997-05-28,1997.0,1997,4.4011
Jump Around - 30 Years Remaster,House Of Pain,76,rock,218546,2022-07-22,2022.0,2022,3.6424333333333334
Walk,Pantera,75,rock,315120,1992-02-21,1992.0,1992,5.252
Cleopatra,The Lumineers,73,rock,201413,2016-04-08,2016.0,2016,3.356883333333333
On Top Of The World,Imagine Dragons,70,rock,189840,2012-09-04,2012.0,2012,3.164
The Anthem,Good Charlotte,73,rock,175093,2002-10-04,2002.0,2002,2.9182166666666665
Amber,311,69,rock,206973,2001-06-19,2001.0,2001,3.44955
Wouldn't It Be Nice,The Beach Boys,74,rock,153240,1966-05-16,1966.0,1966,2.554
About You,The 1975,81,rock,326490,2022-10-14,2022.0,2022,5.4415
What's Up?,4 Non Blondes,80,rock,295533,1992-01-01,1992.0,1992,4.92555
Here Without You,3 Doors Down,76,rock,238733,2002-11-12,2002.0,2002,3.9788833333333335
Just like Heaven,The Cure,69,rock,212000,1987-05-25,1987.0,1987,3.533333333333333
Doin' Time,Sublime,70,rock,253840,1996-07-30,1996.0,1996,4.230666666666667
This Town's Been Too Good To Us,Dylan Scott,71,rock,191626,2024-03-29,2024.0,2024,3.193766666666667
Take The Money And Run,Steve Miller Band,70,rock,170173,1976-01-01,1976.0,1976,2.8362166666666666
Fancy Like,Walker Hayes,71,rock,161853,2022-01-21,2022.0,2022,2.69755
In Too Deep,Sum 41,75,rock,207093,2001-01-01,2001.0,2001,3.45155
I'm Not Okay (I Promise),My Chemical Romance,75,rock,186480,2004-06-08,2004.0,2004,3.108
1901,Phoenix,74,rock,193106,2009-05-25,2009.0,2009,3.2184333333333335
Show Pony,Glass Animals,72,rock,255636,2024-07-19,2024.0,2024,4.2606
Down On The Corner,Creedence Clearwater Revival,74,rock,166280,1969-11-02,1969.0,1969,2.771333333333333
Decode,Paramore,73,rock,261959,2008-11-04,2008.0,2008,4.365983333333333
Don't Speak,No Doubt,79,rock,263560,1995-10-10,1995.0,1995,4.392666666666667
Last Nite,The Strokes,68,rock,193373,2001-07-30,2001.0,2001,3.2228833333333333
Step On Me,The Cardigans,73,rock,230185,1996-01-01,1996.0,1996,3.8364166666666666
Walk This Way,Aerosmith,75,rock,220310,1975-04-08,1975.0,1975,3.6718333333333333
Can I Call You Tonight?,Dayglow,76,rock,278769,2019-11-14,2019.0,2019,4.64615
The Man Who Can't Be Moved,The Script,81,rock,241373,2008-07-14,2008.0,2008,4.022883333333334
Time to Pretend,MGMT,75,rock,261000,2007-12-14,2007.0,2007,4.35
Fat Lip,Sum 41,73,rock,178266,2001-01-01,2001.0,2001,2.9711
Barracuda,Heart,73,rock,261933,1977-05-14,1977.0,1977,4.36555
Move Along,The All-American Rejects,69,rock,238880,2005-01-01,2005.0,2005,3.981333333333333
July,Hozier,58,rock,214426,2024-08-19,2024.0,2024,3.5737666666666668
Be My Baby,The Ronettes,76,rock,160906,1964-11-01,1964.0,1964,2.681766666666667
Pour Some Sugar On Me - Remastered 2017,Def Leppard,73,rock,267306,1987-08-03,1987.0,1987,4.4551
Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,80,rock,173381,2022-07-01,2022.0,2022,2.889683333333333
Helena,My Chemical Romance,76,rock,204733,2004-06-08,2004.0,2004,3.4122166666666667
Scars,Papa Roach,70,rock,208186,2004-01-01,2004.0,2004,3.4697666666666667
Every Little Thing She Does Is Magic,The Police,76,rock,260573,1981-10-02,1981.0,1981,4.342883333333333
Hard Times,Paramore,75,rock,182693,2017-05-12,2017.0,2017,3.0448833333333334
The Reason,Hoobastank,80,rock,232800,2024-01-12,2024.0,2024,3.88
Wild World,Yusuf / Cat Stevens,77,rock,200560,1970-11-23,1970.0,1970,3.3426666666666667
More Than A Woman,Bee Gees,77,rock,197213,1979-01-01,1979.0,1979,3.2868833333333334
Don't Stop - 2004 Remaster,Fleetwood Mac,74,rock,193346,1977-02-04,1977.0,1977,3.2224333333333335
This Is How We Roll,Florida Georgia Line,69,rock,220906,2013-01-01,2013.0,2013,3.681766666666667
Don't Dream It's Over,Crowded House,77,rock,236933,1986-01-01,1986.0,1986,3.9488833333333333
Panama - 2015 Remaster,Van Halen,73,rock,210226,1984-01-04,1984.0,1984,3.5037666666666665
Mascara,Deftones,72,rock,225293,1997-10-27,1997.0,1997,3.7548833333333334
Wanted Dead Or Alive,Bon Jovi,74,rock,308666,1986-08-16,1986.0,1986,5.144433333333334
Little Dark Age,MGMT,77,rock,299960,2018-02-09,2018.0,2018,4.999333333333333
Goodbye Yellow Brick Road - Remastered 2014,Elton John,76,rock,192826,1973-10-05,1973.0,1973,3.213766666666667
You Get What You Give,New Radicals,75,rock,300773,1998-01-01,1998.0,1998,5.012883333333333
My Way,Limp Bizkit,75,rock,272973,2000-10-17,2000.0,2000,4.54955
I Ain't Worried,OneRepublic,78,rock,148485,2024-07-12,2024.0,2024,2.47475
Walking On A Dream,Empire Of The Sun,79,rock,198440,2008-10-03,2008.0,2008,3.3073333333333332
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,78,rock,222813,1965-07-30,1965.0,1965,3.71355
Young Folks,Peter Bjorn and John,77,rock,276693,2006-01-01,2006.0,2006,4.61155
Learn to Fly,Foo Fighters,76,rock,235293,1999-11-02,1999.0,1999,3.92155
With Arms Wide Open,Creed,70,rock,274800,1999-01-01,1999.0,1999,4.58
Cold Heart - PNAU Remix,Elton John,69,rock,202735,2021-10-22,2021.0,2021,3.3789166666666666
Tear in My Heart,Twenty One Pilots,73,rock,188493,2015-05-15,2015.0,2015,3.14155
Loser,Beck,70,rock,235000,1994-03-01,1994.0,1994,3.9166666666666665
Are You Gonna Be My Girl,Jet,76,rock,213800,2003-09-15,2003.0,2003,3.5633333333333335
Beverly Hills,Weezer,70,rock,196093,2005-05-10,2005.0,2005,3.2682166666666665
Cecilia,Simon & Garfunkel,74,rock,174826,1970-01-26,1970.0,1970,2.9137666666666666
Stairway to Heaven - Remaster,Led Zeppelin,77,rock,482830,1971-11-08,1971.0,1971,8.047166666666667
Things to Do,Alex G,73,rock,157874,2010-01-01,2010.0,2010,2.6312333333333333
Gold on the Ceiling,The Black Keys,74,rock,224333,2011-12-06,2011.0,2011,3.7388833333333333
Killer Queen - Remastered 2011,Queen,68,rock,179600,1974-11-08,1974.0,1974,2.993333333333333
I Still Haven't Found What I'm Looking For,U2,79,rock,277476,1987-03-03,1987.0,1987,4.6246
American Girl,Tom Petty and the Heartbreakers,70,rock,214733,1976-11-09,1976.0,1976,3.578883333333333
Walkin’ Back to Georgia,Jim Croce,71,rock,171853,1972-04-01,1972.0,1972,2.8642166666666666
Starman - 2012 Remaster,David Bowie,78,rock,254293,1972-06-06,1972.0,1972,4.238216666666666
Vampire Empire,Big Thief,72,rock,192127,2023-07-19,2023.0,2023,3.2021166666666665
Blame Brett,The Beaches,73,rock,177003,2023-09-15,2023.0,2023,2.95005
"I Like It, I Love It",Tim McGraw,70,rock,205706,1995-08-15,1995.0,1995,3.4284333333333334
Reelin' In The Years,Steely Dan,70,rock,277467,1972-11-01,1972.0,1972,4.62445
Where Is My Mind? - 2007 Remaster,Pixies,76,rock,234973,1988-03-21,1988.0,1988,3.9162166666666667
Teenage Dirtbag,Wheatus,76,rock,241666,1999-02-15,1999.0,1999,4.0277666666666665
What Was I Thinkin',Dierks Bentley,69,rock,260826,2003-01-01,2003.0,2003,4.3471
Wish You Were Here,Pink Floyd,74,rock,334743,1975-09-12,1975.0,1975,5.57905
No Other Heart,Mac DeMarco,74,rock,173117,2015-08-07,2015.0,2015,2.885283333333333
A-Punk,Vampire Weekend,68,rock,137760,2008-01-29,2008.0,2008,2.296
Blister In The Sun,Violent Femmes,71,rock,145706,1983-01-01,1983.0,1983,2.4284333333333334
The Power Of Love,Huey Lewis & The News,76,rock,234333,2006-01-01,2006.0,2006,3.90555
DARE,Gorillaz,76,rock,244999,2005-05-23,2005.0,2005,4.083316666666667
Memory Lane,Old Dominion,70,rock,172480,2023-10-06,2023.0,2023,2.8746666666666667
Outskirts,Sam Hunt,70,rock,182706,2023-03-10,2023.0,2023,3.0451
Rosemary,Deftones,72,rock,413346,2012-11-09,2012.0,2012,6.8891
A Tear in Space (Airlock),Glass Animals,71,rock,203989,2024-07-19,2024.0,2024,3.3998166666666667
Total Eclipse of the Heart,Bonnie Tyler,80,rock,267360,2009-03-26,2009.0,2009,4.456
Drunk On A Plane,Dierks Bentley,69,rock,254466,2014-01-01,2014.0,2014,4.2411
Johnny B. Goode,Chuck Berry,76,rock,161560,1959-07-01,1959.0,1959,2.6926666666666668
Breezeblocks,alt-J,69,rock,227080,2012-09-18,2012.0,2012,3.784666666666667
Jump - 2015 Remaster,Van Halen,77,rock,241599,1984-01-04,1984.0,1984,4.02665
Love Song,Sara Bareilles,73,rock,258826,2007-07-03,2007.0,2007,4.313766666666667
Last Night Lonely,Jon Pardi,69,rock,182161,2022-09-02,2022.0,2022,3.036016666666667
One Week,Barenaked Ladies,71,rock,169760,1998-07-07,1998.0,1998,2.8293333333333335
My Sacrifice,Creed,74,rock,294600,2001-01-01,2001.0,2001,4.91
Take A Slice,Glass Animals,75,rock,229717,2016-08-26,2016.0,2016,3.8286166666666666
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,75,rock,186826,2013-04-12,2013.0,2013,3.113766666666667
Rebel Yell,Billy Idol,75,rock,288533,1983-11-01,1983.0,1983,4.808883333333333
All Along the Watchtower,Jimi Hendrix,74,rock,240800,1968-10-25,1968.0,1968,4.013333333333334
B.Y.O.B.,System Of A Down,76,rock,255466,2005-05-17,2005.0,2005,4.257766666666667
Born in the U.S.A.,Bruce Springsteen,75,rock,278680,1984-06-04,1984.0,1984,4.644666666666667
Memory I Don't Mess With,Lee Brice,69,rock,180616,2020-11-20,2020.0,2020,3.010266666666667
Remedy,Seether,70,rock,207213,2005-01-01,2005.0,2005,3.45355
Custer,Slipknot,74,rock,254466,2014-10-15,2014.0,2014,4.2411
Little Lion Man,Mumford & Sons,68,rock,247002,2009-10-02,2009.0,2009,4.1167
Homegrown,Zac Brown Band,69,rock,205000,2015-04-28,2015.0,2015,3.4166666666666665
Cold Heart - PNAU Remix,Elton John,82,rock,202735,2021-08-13,2021.0,2021,3.3789166666666666
You Say,Lauren Daigle,72,rock,274693,2018-09-07,2018.0,2018,4.578216666666667
Hells Bells,AC/DC,76,rock,312293,1980-07-25,1980.0,1980,5.204883333333333
Can You Feel My Heart,Bring Me The Horizon,76,rock,228146,2013-04-01,2013.0,2013,3.8024333333333336
Wonderful Nothing,Glass Animals,70,rock,264214,2024-07-19,2024.0,2024,4.403566666666666
In The Air Tonight - 2015 Remastered,Phil Collins,77,rock,336453,1981-01-01,1981.0,1981,5.60755
Just What I Needed,The Cars,70,rock,225626,1978-06-06,1978.0,1978,3.7604333333333333
I Will Wait,Mumford & Sons,68,rock,276720,2012-09-25,2012.0,2012,4.612
Too Sweet,Hozier,51,rock,251424,2024-08-19,2024.0,2024,4.1904
Who'll Stop The Rain,Creedence Clearwater Revival,74,rock,147279,1970-07-24,1970.0,1970,2.45465
All Around Me,Flyleaf,68,rock,198506,2006-01-01,2006.0,2006,3.3084333333333333
Dirty Work,Steely Dan,70,rock,190065,1972-11-01,1972.0,1972,3.16775
New Slang - 2021 Remaster,The Shins,73,rock,230866,2001-06-19,2001.0,2001,3.847766666666667
Hungry Like the Wolf - 2009 Remaster,Duran Duran,73,rock,220626,1982-05-10,1982.0,1982,3.6771
Counting Stars,OneRepublic,72,rock,257840,2014-01-01,2014.0,2014,4.2973333333333334
High and Dry,Radiohead,76,rock,257480,1995-03-13,1995.0,1995,4.291333333333333
Bulls On Parade,Rage Against The Machine,73,rock,229466,1996-04-16,1996.0,1996,3.8244333333333334
Wildflower and Barley (feat. Allison Russell),Hozier,51,rock,222177,2024-08-19,2024.0,2024,3.70295
The Only Exception,Paramore,75,rock,267653,2009-09-28,2009.0,2009,4.460883333333333
Eat Your Young,Hozier,68,rock,243946,2023-08-18,2023.0,2023,4.065766666666667
Empire Now,Hozier,50,rock,178196,2024-08-19,2024.0,2024,2.9699333333333335
Whatever It Is,Zac Brown Band,68,rock,208213,2008-11-17,2008.0,2008,3.4702166666666665
Easy,Commodores,75,rock,256426,1977-01-01,1977.0,1977,4.273766666666667
Sleep On The Floor,The Lumineers,72,rock,211851,2016-04-08,2016.0,2016,3.53085
"Check Yes, Juliet",We The Kings,70,rock,220146,2007-10-07,2007.0,2007,3.6691
In Bloom,Nirvana,68,rock,255080,1991-09-26,1991.0,1991,4.251333333333333
In Case You Didn't Know,Brett Young,72,rock,224853,2017-02-10,2017.0,2017,3.74755
Immortals,Fall Out Boy,74,rock,189386,2015-01-16,2015.0,2015,3.156433333333333
Harness Your Hopes - B-side,Pavement,71,rock,206946,2008-12-09,2008.0,2008,3.4491
Fare Well,Hozier,49,rock,188454,2024-08-19,2024.0,2024,3.1409
Adam's Song,blink-182,73,rock,249626,1999-06-01,1999.0,1999,4.160433333333334
De Selby (Part 2),Hozier,49,rock,227826,2024-08-19,2024.0,2024,3.7971
Ain't It Fun,Paramore,72,rock,296520,2013-04-05,2013.0,2013,4.942
Separate Ways (Worlds Apart) [2023 Remaster],Journey,72,rock,323453,1983-02-01,1983.0,1983,5.390883333333333
Francesca,Hozier,49,rock,270066,2024-08-19,2024.0,2024,4.5011
First Time,Hozier,48,rock,233173,2024-08-19,2024.0,2024,3.886216666666667
Pretty Fly (For A White Guy),The Offspring,76,rock,188666,1998-11-16,1998.0,1998,3.144433333333333
Left Hand Free,alt-J,68,rock,173630,2014-09-22,2014.0,2014,2.8938333333333333
Keep The Wolves Away,Uncle Lucius,69,rock,275520,2012-08-28,2012.0,2012,4.592
Friday I'm in Love,The Cure,68,rock,214400,1992-04-21,1992.0,1992,3.5733333333333333
Lump,The Presidents Of The United States Of America,70,rock,134200,1995-01-01,1995.0,1995,2.236666666666667
Southern Nights,Glen Campbell,70,rock,180026,1977-01-01,1977.0,1977,3.0004333333333335
Eat Your Young,Hozier,48,rock,243946,2024-08-19,2024.0,2024,4.065766666666667
Still Beating,Mac DeMarco,72,rock,181586,2017-05-05,2017.0,2017,3.0264333333333333
House Party,Sam Hunt,69,rock,190240,2014-10-24,2014.0,2014,3.1706666666666665
Wake Me up When September Ends,Green Day,77,rock,285653,2004-09-21,2004.0,2004,4.760883333333333
Surfin' U.S.A. - Remastered 2001,The Beach Boys,73,rock,149373,1963-03-25,1963.0,1963,2.48955
Damage Gets Done (feat. Brandi Carlile),Hozier,47,rock,268653,2024-08-19,2024.0,2024,4.47755
Who We Are,Hozier,46,rock,245666,2024-08-19,2024.0,2024,4.094433333333333
The Gambler,Kenny Rogers,75,rock,214880,1978-11-20,1978.0,1978,3.5813333333333333
Rosas,La Oreja de Van Gogh,70,rock,237026,2004-05-10,2004.0,2004,3.9504333333333332
Hotel Key,Old Dominion,68,rock,166573,2017-08-25,2017.0,2017,2.7762166666666666
Dirty Deeds Done Dirt Cheap,AC/DC,74,rock,231933,1976-09-20,1976.0,1976,3.86555
Rhinestone Eyes,Gorillaz,76,rock,200173,2010-03-03,2010.0,2010,3.3362166666666666
Yesterday - Remastered 2009,The Beatles,77,rock,125666,1965-08-06,1965.0,1965,2.0944333333333334
All Things End,Hozier,45,rock,216693,2024-08-19,2024.0,2024,3.61155
Silver Soul,Beach House,68,rock,298680,2010-01-26,2010.0,2010,4.978
Abstract (Psychopomp),Hozier,45,rock,244120,2024-08-19,2024.0,2024,4.068666666666667
Hayloft II,Mother Mother,74,rock,215040,2022-01-28,2022.0,2022,3.584
Advice,Alex G,67,rock,157973,2012-11-05,2012.0,2012,2.6328833333333335
Anything But,Hozier,44,rock,225333,2024-08-19,2024.0,2024,3.75555
Message In A Bottle,The Police,76,rock,290280,1979-10-02,1979.0,1979,4.838
First Light,Hozier,44,rock,292080,2024-08-19,2024.0,2024,4.868
Beers On Me,Dierks Bentley,69,rock,174680,2021-07-29,2021.0,2021,2.9113333333333333
Alright,Darius Rucker,68,rock,231920,2008-01-01,2008.0,2008,3.8653333333333335
Sex & Candy,Marcy Playground,69,rock,173493,1997-01-01,1997.0,1997,2.89155
Colder Weather,Zac Brown Band,68,rock,273893,2010-09-20,2010.0,2010,4.564883333333333
Nothing's Gonna Stop Us Now,Starship,80,rock,270333,1987-07-27,1987.0,1987,4.50555
You And Me,Lifehouse,75,rock,195493,2005-03-22,2005.0,2005,3.2582166666666668
Family Tradition,"Hank Williams, Jr.",68,rock,242960,1979-04-17,1979.0,1979,4.049333333333333
Stand By Me,Ben E. King,77,rock,180055,1962-08-20,1962.0,1962,3.0009166666666665
Torn,Natalie Imbruglia,80,rock,244666,1997-11-10,1997.0,1997,4.077766666666666
Psychosocial,Slipknot,76,rock,284120,2008-08-20,2008.0,2008,4.735333333333333
"Love You, Miss You, Mean It",Luke Bryan,68,rock,201806,2024-04-05,2024.0,2024,3.3634333333333335
Try That In A Small Town,Jason Aldean,68,rock,181600,2023-11-03,2023.0,2023,3.026666666666667
Bless The Broken Road,Rascal Flatts,70,rock,226680,2004-01-01,2004.0,2004,3.778
Call Me,Blondie,70,rock,212226,2004-01-01,2004.0,2004,3.5371
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,74,rock,215133,1997-03-25,1997.0,1997,3.58555
Sultans of Swing,Dire Straits,66,rock,348760,1978-10-07,1978.0,1978,5.812666666666667
Living Dead Girl,Rob Zombie,70,rock,201400,1998-01-01,1998.0,1998,3.3566666666666665
You Can Call Me Al,Paul Simon,74,rock,280000,1986-08-12,1986.0,1986,4.666666666666667
Lookin' Out My Back Door,Creedence Clearwater Revival,73,rock,152466,1970-07-24,1970.0,1970,2.5411
All Apologies,Nirvana,72,rock,233173,1993-09-21,1993.0,1993,3.886216666666667
Tom Sawyer,Rush,69,rock,276880,1981-02-12,1981.0,1981,4.6146666666666665
Renegades,X Ambassadors,75,rock,195200,2015-06-30,2015.0,2015,3.2533333333333334
All I Want,Kodaline,78,rock,305746,2013-06-17,2013.0,2013,5.095766666666667
Only Wanna Be With You,Hootie & The Blowfish,69,rock,229586,1994-07-01,1994.0,1994,3.826433333333333
Let It Be - Remastered 2009,The Beatles,77,rock,243026,1970-05-08,1970.0,1970,4.050433333333333
Ghost,Josiah and the Bonnevilles,70,rock,146250,2022-12-14,2022.0,2022,2.4375
Baba O'Riley,The Who,73,rock,300400,1971-08-14,1971.0,1971,5.006666666666667
Hero,Skillet,74,rock,186813,2009-08-21,2009.0,2009,3.11355
Tighten Up,The Black Keys,67,rock,211080,2010-05-18,2010.0,2010,3.518
Bulls In The Bronx,Pierce The Veil,70,rock,267866,2012-07-17,2012.0,2012,4.464433333333333
Secrets,OneRepublic,75,rock,224693,2009-01-01,2009.0,2009,3.744883333333333
My Type,Saint Motel,69,rock,204811,2014-08-16,2014.0,2014,3.4135166666666668
Alive,Pearl Jam,75,rock,340907,1991-08-27,1991.0,1991,5.681783333333334
Dream A Little Dream Of Me,The Mamas & The Papas,74,rock,194426,1968-05-01,1968.0,1968,3.2404333333333333
We Built This City,Starship,75,rock,296080,1985-09-10,1985.0,1985,4.934666666666667
Riot,Three Days Grace,69,rock,207586,2006-06-25,2006.0,2006,3.459766666666667
Life in the Fast Lane - 2013 Remaster,Eagles,70,rock,286219,1976-12-08,1976.0,1976,4.770316666666667
Never Gonna Give You Up,Rick Astley,78,rock,213573,1987-11-12,1987.0,1987,3.55955
Rock You Like A Hurricane,Scorpions,71,rock,252493,1984-03-27,1984.0,1984,4.208216666666667
"Another Brick in the Wall, Pt. 2",Pink Floyd,75,rock,238746,1979-11-30,1979.0,1979,3.9791
Mess Is Mine,Vance Joy,72,rock,223640,2014-09-08,2014.0,2014,3.727333333333333
PUNK TACTICS,Joey Valence & Brae,72,rock,143609,2023-09-08,2023.0,2023,2.393483333333333
Knockin' Boots,Luke Bryan,69,rock,200066,2020-08-07,2020.0,2020,3.334433333333333
You Found Me,The Fray,73,rock,241853,2009-02-02,2009.0,2009,4.030883333333334
Fuel,Metallica,67,rock,269733,1997-11-18,1997.0,1997,4.49555
Gimme Three Steps,Lynyrd Skynyrd,68,rock,267173,1973-01-01,1973.0,1973,4.452883333333333
If You Leave Me Now,Chicago,78,rock,235373,1976-06-14,1976.0,1976,3.9228833333333335
Life is a Highway,Rascal Flatts,73,rock,276320,2006-01-01,2006.0,2006,4.605333333333333
Runnin' Down A Dream,Tom Petty,70,rock,261812,2019-03-01,2019.0,2019,4.363533333333334
Cold as Ice,Foreigner,71,rock,203133,1977-03-08,1977.0,1977,3.38555
Hippies and Cowboys,Cody Jinks,67,rock,300680,2010-06-28,2010.0,2010,5.011333333333333
Pretty Boy,The Neighbourhood,73,rock,234093,2020-09-25,2020.0,2020,3.90155
Got My Mind Set on You,George Harrison,76,rock,234653,1987-11-02,1987.0,1987,3.9108833333333335
Peaceful Easy Feeling - 2013 Remaster,Eagles,69,rock,257962,1972-06-01,1972.0,1972,4.299366666666667
Falling Away from Me,Korn,72,rock,270920,1999-11-09,1999.0,1999,4.515333333333333
Run Through The Jungle,Creedence Clearwater Revival,72,rock,185106,1970-07-24,1970.0,1970,3.0851
Someday,Nickelback,72,rock,207466,2003-09-23,2003.0,2003,3.4577666666666667
Somebody Else,The 1975,70,rock,347520,2016-02-26,2016.0,2016,5.792
Kiss Tomorrow Goodbye,Luke Bryan,68,rock,203133,2011-01-01,2011.0,2011,3.38555
Entombed,Deftones,70,rock,299240,2012-11-09,2012.0,2012,4.987333333333333
Breathe (In the Air),Pink Floyd,71,rock,169534,1973-03-01,1973.0,1973,2.8255666666666666
Coming Home,Old Dominion,68,rock,170240,2024-06-28,2024.0,2024,2.8373333333333335
Something In The Way,Nirvana,68,rock,232146,1991-09-26,1991.0,1991,3.8691
Master of None,Beach House,71,rock,199413,2006-10-03,2006.0,2006,3.32355
Learning To Fly,Tom Petty and the Heartbreakers,72,rock,242106,1991-01-01,1991.0,1991,4.0351
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,77,rock,285373,1979-01-01,1979.0,1979,4.756216666666667
Closing Time,Semisonic,71,rock,274160,2003-01-01,2003.0,2003,4.569333333333334
Santa Monica,Everclear,68,rock,191506,1995-05-11,1995.0,1995,3.1917666666666666
Heart of Gold,Neil Young,76,rock,187110,1972-02-01,1972.0,1972,3.1185
If You Could Only See,Tonic,68,rock,261519,1996-07-15,1996.0,1996,4.35865
