0,1,2,3,4,5,6,7
"{'playlist_id': '37i9dQZF1EIehE24MT7gFU', 'playlist_name': 'Summer Pop Mix', 'owner': 'Spotify', 'total_tracks': 0}","{'playlist_id': '37i9dQZF1EQncLwOalG3K7', 'playlist_name': 'Pop Mix', 'owner': 'Spotify', 'total_tracks': 50}","{'playlist_id': '37i9dQZF1Fa1IIVtEpGUcU', 'playlist_name': 'Your Top Songs 2023', 'owner': 'Spotify', 'total_tracks': 0}","{'playlist_id': '6mtYuOxzl58vSGnEDtZ9uB', 'playlist_name': 'Pop Hits 2000s – 2024', 'owner': 'maka_97', 'total_tracks': 273}","{'playlist_id': '37i9dQZF1DX1gRalH1mWrP', 'playlist_name': 'Summer Hits 2024', 'owner': 'Spotify', 'total_tracks': 75}","{'playlist_id': '1Cgey68pUlQGsCPI2wJuxr', 'playlist_name': 'Best of 2024 🔥 Most Popular Hits 2024 + 2023 + 2022 + 2021 Hits', 'owner': 'partyfiesta!', 'total_tracks': 258}","{'playlist_id': '37i9dQZF1EIdYDF5bwm196', 'playlist_name': 'Feel Good Pop Mix', 'owner': 'Spotify', 'total_tracks': 0}","{'playlist_id': '2xutOn4Ea4RyjuaRaD3jl3', 'playlist_name': 'pop songs everyone knows 🍒', 'owner': 'frances :)', 'total_tracks': 180}"
